Doctor Name,Doctor Specialization,Hospital,Hospital Location,Contact Info,Doctor Experience (Years),Rating,Patient Count
Dr. Ramesh Goud,Neurologist,Vijayawada Super Speciality Hospital,Vijayawada,916405899939,25,3.6,1532
Dr. Prasad Goud,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,916350048353,10,4.8,685
Dr. Prasad Sarma,Neurologist,Kurnool Institute of Medical Sciences,Kurnool,919044418910,6,3.6,821
Dr. Prasad Acharya,Neurologist,Vizianagaram Medical Center,Vizianagaram,919018635601,34,3.2,1423
Dr. Swathi Goud,Neurologist,Guntur General Hospital,Guntur,916078299575,24,3.6,1997
Dr. Rajesh Babu,Neurologist,Hyderabad City Hospital,Hyderabad,918088517710,13,3.5,331
Dr. Ramesh Varma,Neurologist,Hyderabad Memorial Hospital,Hyderabad,919626792293,7,4.0,1155
Dr. Venkatesh Acharya,Neurologist,Hyderabad Memorial Hospital,Hyderabad,917446391956,9,4.2,365
Dr. Naresh Krishna,Neurologist,Hyderabad Apollo Hospital,Hyderabad,918975749366,11,4.4,139
Dr. Harish Acharya,Neurologist,Guntur Institute of Medical Sciences,Guntur,919090596936,16,4.9,1300
Dr. Sridevi Rao,Neurologist,Rajahmundry Global Hospital,Rajahmundry,918293560436,16,3.6,1706
Dr. Kiran Goud,Neurologist,Vijayawada Global Hospital,Vijayawada,918913305623,29,3.9,627
Dr. Swathi Murthy,Neurologist,Guntur Institute of Medical Sciences,Guntur,917798134537,11,4.6,1690
Dr. Prasad Krishna,Neurologist,Anantapur Care Hospital,Anantapur,917073755632,4,4.3,1840
Dr. Deepika Prakash,Neurologist,Vijayawada Memorial Hospital,Vijayawada,916440619526,34,4.7,633
Dr. Naresh Varma,Neurologist,Secunderabad General Hospital,Secunderabad,917929811336,33,3.3,945
Dr. Ravi Krishna,Neurologist,Secunderabad Apollo Hospital,Secunderabad,917937579958,23,4.9,899
Dr. Lakshmi Murthy,Neurologist,Tirupati General Hospital,Tirupati,917606152369,16,3.8,217
Dr. Ravi Reddy,Neurologist,Visakhapatnam Care Hospital,Visakhapatnam,917368741091,7,4.7,1381
Dr. Prasad Chowdary,Neurologist,Vijayawada Medical Center,Vijayawada,916164510971,19,4.8,1017
Dr. Sirisha Yadav,Neurologist,Hyderabad Care Hospital,Hyderabad,917926728669,1,4.8,88
Dr. Kiran Krishna,Neurologist,Kakinada Memorial Hospital,Kakinada,916642181881,34,3.8,1639
Dr. Ravi Varma,Neurologist,Kurnool Trust Hospital,Kurnool,916523334661,4,3.5,1358
Dr. Sridevi Naidu,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,916476131010,32,4.2,83
Dr. Madhavi Rao,Neurologist,Hyderabad Global Hospital,Hyderabad,919086124402,10,3.6,53
Dr. Harish Rao,Neurologist,Tirupati Medical Center,Tirupati,918450982005,27,3.4,1418
Dr. Swathi Goud,Neurologist,Secunderabad Institute of Medical Sciences,Secunderabad,916290680473,34,4.1,1660
Dr. Deepika Reddy,Neurologist,Visakhapatnam Global Hospital,Visakhapatnam,917676986013,31,3.1,842
Dr. Mahesh Kumar,Neurologist,Vizianagaram General Hospital,Vizianagaram,916069759864,23,4.6,756
Dr. Tejaswi Acharya,Neurologist,Hyderabad Global Hospital,Hyderabad,916445232926,22,3.3,771
Dr. Rajesh Krishna,Neurologist,Ongole Super Speciality Hospital,Ongole,918760786161,12,4.7,1452
Dr. Sirisha Yadav,Neurologist,Tirupati Medical Center,Tirupati,918713284816,12,4.6,179
Dr. Venkatesh Varma,Neurologist,Vijayawada Memorial Hospital,Vijayawada,916865826728,3,4.6,1864
Dr. Rajesh Prakash,Neurologist,Hyderabad City Hospital,Hyderabad,917331765783,33,3.8,1719
Dr. Anusha Varma,Neurologist,Anantapur Memorial Hospital,Anantapur,916157284993,13,3.6,1815
Dr. Soujanya Goud,Neurologist,Hyderabad City Hospital,Hyderabad,917173456409,8,4.6,944
Dr. Sridevi Prakash,Neurologist,Guntur Apollo Hospital,Guntur,917660626647,22,4.9,1066
Dr. Harish Prakash,Neurologist,Vijayawada Trust Hospital,Vijayawada,919424338263,34,3.5,219
Dr. Ramesh Raju,Neurologist,Kurnool Super Speciality Hospital,Kurnool,918587517187,12,4.1,707
Dr. Ramesh Goud,Neurologist,Tirupati Trust Hospital,Tirupati,918838626452,19,3.6,1284
Dr. Naresh Kumar,Neurologist,Guntur Care Hospital,Guntur,917906571986,23,3.9,1538
Dr. Bhavani Raju,Neurologist,Vijayawada Memorial Hospital,Vijayawada,917179206294,4,3.2,1355
Dr. Harish Murthy,Neurologist,Kurnool Apollo Hospital,Kurnool,919440681022,11,4.9,342
Dr. Tejaswi Babu,Neurologist,Kurnool Apollo Hospital,Kurnool,917881937953,3,3.3,533
Dr. Harish Raju,Neurologist,Vizianagaram Care Hospital,Vizianagaram,918436297208,3,4.2,1440
Dr. Harish Goud,Neurologist,Vijayawada Super Speciality Hospital,Vijayawada,917906704716,5,4.1,1134
Dr. Lakshmi Goud,Neurologist,Anantapur Trust Hospital,Anantapur,918789842140,18,3.5,282
Dr. Naresh Yadav,Neurologist,Hyderabad Medical Center,Hyderabad,918223699008,25,4.8,291
Dr. Mahesh Kumar,Neurologist,Rajahmundry Super Speciality Hospital,Rajahmundry,917916728422,14,5.0,634
Dr. Kiran Naidu,Neurologist,Ongole Trust Hospital,Ongole,916582949109,5,3.9,1890
Dr. Ramesh Babu,Neurologist,Vijayawada Apollo Hospital,Vijayawada,918928863857,21,4.3,1503
Dr. Deepika Murthy,Neurologist,Secunderabad Memorial Hospital,Secunderabad,917247096480,20,4.7,1507
Dr. Harish Murthy,Neurologist,Hyderabad General Hospital,Hyderabad,916963110410,8,5.0,1672
Dr. Ravi Babu,Neurologist,Vizianagaram Memorial Hospital,Vizianagaram,918121808073,2,3.7,1222
Dr. Sridevi Babu,Neurologist,Vijayawada Medical Center,Vijayawada,918369305560,9,4.2,226
Dr. Anil Raju,Neurologist,Secunderabad Apollo Hospital,Secunderabad,919079206353,31,4.1,1625
Dr. Madhavi Naidu,Neurologist,Visakhapatnam Super Speciality Hospital,Visakhapatnam,916538274418,21,4.3,971
Dr. Tejaswi Murthy,Neurologist,Vijayawada Medical Center,Vijayawada,917479679716,9,4.8,1647
Dr. Soujanya Sarma,Neurologist,Vizianagaram General Hospital,Vizianagaram,916781525718,9,3.9,1915
Dr. Suresh Murthy,Neurologist,Visakhapatnam Global Hospital,Visakhapatnam,916657196424,20,3.3,710
Dr. Harish Murthy,Neurologist,Hyderabad Medical Center,Hyderabad,919843677566,19,4.7,563
Dr. Soujanya Murthy,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,917178758213,9,4.3,1308
Dr. Ramesh Murthy,Neurologist,Kakinada Medical Center,Kakinada,918753020051,11,4.2,1239
Dr. Naresh Acharya,Neurologist,Hyderabad Global Hospital,Hyderabad,918682117678,22,4.7,1204
Dr. Srinivas Naidu,Neurologist,Anantapur General Hospital,Anantapur,916195256953,17,4.3,1620
Dr. Padma Sarma,Neurologist,Tirupati Super Speciality Hospital,Tirupati,918744446292,2,4.0,1334
Dr. Anil Acharya,Neurologist,Anantapur Trust Hospital,Anantapur,917297484349,31,3.5,1703
Dr. Anil Yadav,Neurologist,Guntur General Hospital,Guntur,916313416738,4,3.3,901
Dr. Sridevi Rao,Neurologist,Kurnool General Hospital,Kurnool,917461115950,10,3.6,1521
Dr. Harish Raju,Neurologist,Kurnool Trust Hospital,Kurnool,916561636336,24,4.0,267
Dr. Ravi Yadav,Neurologist,Vijayawada Medical Center,Vijayawada,916526227599,18,3.9,338
Dr. Venkatesh Varma,Neurologist,Visakhapatnam Apollo Hospital,Visakhapatnam,917649910946,27,3.5,1822
Dr. Rajesh Prakash,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,918481146933,21,3.4,376
Dr. Swathi Yadav,Neurologist,Vijayawada Institute of Medical Sciences,Vijayawada,918142156616,20,4.0,234
Dr. Swathi Yadav,Neurologist,Kurnool City Hospital,Kurnool,917033921654,14,4.2,149
Dr. Anil Yadav,Neurologist,Kakinada Memorial Hospital,Kakinada,918566323583,31,3.6,66
Dr. Padma Chowdary,Neurologist,Anantapur General Hospital,Anantapur,919790118526,17,4.5,1614
Dr. Harish Reddy,Neurologist,Guntur Memorial Hospital,Guntur,917720484983,4,4.1,448
Dr. Deepika Varma,Neurologist,Kakinada Care Hospital,Kakinada,916315816454,25,4.0,1615
Dr. Mahesh Krishna,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,918676802207,8,3.3,248
Dr. Harish Babu,Neurologist,Vizianagaram Institute of Medical Sciences,Vizianagaram,917456360258,24,4.5,457
Dr. Swathi Raju,Neurologist,Hyderabad Memorial Hospital,Hyderabad,918147818256,3,3.1,330
Dr. Anusha Murthy,Neurologist,Vijayawada Trust Hospital,Vijayawada,917962750929,10,4.2,1105
Dr. Rajesh Prakash,Neurologist,Kakinada Global Hospital,Kakinada,918633107545,21,3.3,1312
Dr. Madhavi Goud,Neurologist,Vizianagaram Apollo Hospital,Vizianagaram,918178901271,33,4.1,1501
Dr. Anil Yadav,Neurologist,Vizianagaram Trust Hospital,Vizianagaram,919503614567,2,3.7,1429
Dr. Padma Sarma,Neurologist,Kurnool Care Hospital,Kurnool,917321466224,2,4.2,593
Dr. Madhavi Rao,Neurologist,Ongole Trust Hospital,Ongole,919098389895,4,4.2,399
Dr. Soujanya Kumar,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,918661745020,25,3.3,1444
Dr. Venkatesh Sarma,Neurologist,Hyderabad Apollo Hospital,Hyderabad,919008714405,8,3.4,953
Dr. Padma Chowdary,Neurologist,Tirupati Trust Hospital,Tirupati,917773650170,14,3.8,1637
Dr. Anusha Krishna,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,919643751454,4,4.4,1112
Dr. Deepika Goud,Neurologist,Hyderabad Care Hospital,Hyderabad,918844242456,31,4.1,692
Dr. Sridevi Prakash,Neurologist,Visakhapatnam Medical Center,Visakhapatnam,918289763301,22,4.1,1434
Dr. Bhavani Yadav,Neurologist,Rajahmundry Trust Hospital,Rajahmundry,916825768309,16,3.6,661
Dr. Anil Babu,Neurologist,Hyderabad Care Hospital,Hyderabad,917241263320,14,4.4,1051
Dr. Anusha Goud,Neurologist,Vijayawada Trust Hospital,Vijayawada,918407275865,18,3.6,1224
Dr. Lakshmi Prakash,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,917694503971,23,4.9,1697
Dr. Anil Reddy,Neurologist,Kakinada Medical Center,Kakinada,917235362881,6,3.7,955
Dr. Anusha Rao,Neurologist,Rajahmundry Apollo Hospital,Rajahmundry,916867875464,35,3.5,1201
Dr. Prasad Naidu,Neurologist,Rajahmundry Apollo Hospital,Rajahmundry,918644312718,16,3.5,1421
Dr. Ravi Acharya,Neurologist,Hyderabad City Hospital,Hyderabad,917000025413,4,3.2,726
Dr. Suresh Acharya,Neurologist,Vijayawada Super Speciality Hospital,Vijayawada,919310415016,9,3.0,1177
Dr. Padma Acharya,Neurologist,Hyderabad Care Hospital,Hyderabad,919782352003,31,4.0,458
Dr. Rajesh Varma,Neurologist,Kurnool Medical Center,Kurnool,918774110439,4,4.8,233
Dr. Ravi Murthy,Neurologist,Hyderabad General Hospital,Hyderabad,919172634443,3,4.8,408
Dr. Naresh Prakash,Neurologist,Anantapur General Hospital,Anantapur,919949801453,3,5.0,863
Dr. Naresh Prakash,Neurologist,Vijayawada Institute of Medical Sciences,Vijayawada,919216944250,19,4.8,68
Dr. Madhavi Sarma,Neurologist,Vizianagaram Global Hospital,Vizianagaram,916460852958,22,3.6,1363
Dr. Swathi Yadav,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,919819342448,9,4.7,1008
Dr. Kiran Babu,Neurologist,Rajahmundry General Hospital,Rajahmundry,916483814153,22,3.3,989
Dr. Sirisha Chowdary,Neurologist,Rajahmundry Institute of Medical Sciences,Rajahmundry,916060491148,22,4.6,1212
Dr. Naresh Sarma,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,919677121224,26,4.7,1105
Dr. Ramesh Raju,Neurologist,Vijayawada General Hospital,Vijayawada,918874432021,7,3.4,337
Dr. Rajesh Prakash,Neurologist,Vijayawada General Hospital,Vijayawada,917065354117,1,3.5,532
Dr. Mahesh Goud,Neurologist,Vijayawada Apollo Hospital,Vijayawada,917296847488,1,3.5,786
Dr. Venkatesh Acharya,Neurologist,Hyderabad Memorial Hospital,Hyderabad,916507771858,30,3.6,880
Dr. Sirisha Babu,Neurologist,Visakhapatnam Medical Center,Visakhapatnam,917335640103,8,4.3,1976
Dr. Harish Sarma,Neurologist,Rajahmundry Institute of Medical Sciences,Rajahmundry,916948540266,15,4.9,1029
Dr. Sridevi Kumar,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,918601628976,24,3.8,1174
Dr. Deepika Babu,Neurologist,Vijayawada Institute of Medical Sciences,Vijayawada,918852263888,14,4.5,1443
Dr. Ramesh Murthy,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,917918767949,34,4.4,209
Dr. Suresh Reddy,Neurologist,Tirupati Super Speciality Hospital,Tirupati,919559557470,33,3.4,1149
Dr. Naresh Goud,Neurologist,Hyderabad Global Hospital,Hyderabad,919669989454,34,3.9,1443
Dr. Sirisha Sarma,Neurologist,Hyderabad Medical Center,Hyderabad,918099500153,6,4.8,962
Dr. Sridevi Chowdary,Neurologist,Hyderabad City Hospital,Hyderabad,918204382691,27,3.9,168
Dr. Sridevi Acharya,Neurologist,Vizianagaram Apollo Hospital,Vizianagaram,919465675062,20,4.4,860
Dr. Srinivas Kumar,Neurologist,Vizianagaram General Hospital,Vizianagaram,916935878994,5,3.1,755
Dr. Deepika Reddy,Neurologist,Vizianagaram Medical Center,Vizianagaram,919840638976,5,5.0,1016
Dr. Anil Raju,Neurologist,Kakinada Care Hospital,Kakinada,916773013901,9,4.5,1543
Dr. Harish Prakash,Neurologist,Guntur City Hospital,Guntur,917642737456,29,4.7,1907
Dr. Lakshmi Naidu,Neurologist,Guntur Apollo Hospital,Guntur,918932304514,35,3.3,1811
Dr. Suresh Chowdary,Neurologist,Vijayawada Care Hospital,Vijayawada,918307507627,26,4.1,1540
Dr. Srinivas Babu,Neurologist,Tirupati Global Hospital,Tirupati,916097647459,20,3.9,1522
Dr. Padma Murthy,Neurologist,Hyderabad Memorial Hospital,Hyderabad,917628980027,15,3.5,758
Dr. Mahesh Rao,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,919758990493,8,3.1,1402
Dr. Bhavani Babu,Neurologist,Guntur Medical Center,Guntur,919795705770,2,3.5,187
Dr. Bhavani Reddy,Neurologist,Secunderabad Institute of Medical Sciences,Secunderabad,917917449772,4,3.5,140
Dr. Sridevi Rao,Neurologist,Guntur City Hospital,Guntur,918318250726,14,4.5,1639
Dr. Prasad Murthy,Neurologist,Hyderabad Apollo Hospital,Hyderabad,917242377075,15,4.6,1548
Dr. Rajesh Sarma,Neurologist,Ongole Care Hospital,Ongole,918568036839,21,3.5,1844
Dr. Tejaswi Murthy,Neurologist,Visakhapatnam General Hospital,Visakhapatnam,916949371357,27,3.6,174
Dr. Madhavi Prakash,Neurologist,Hyderabad Care Hospital,Hyderabad,919157711961,12,4.3,924
Dr. Anusha Reddy,Neurologist,Ongole Trust Hospital,Ongole,917479250414,25,4.6,702
Dr. Padma Chowdary,Neurologist,Guntur Medical Center,Guntur,917288011277,25,3.4,1151
Dr. Ravi Krishna,Neurologist,Vijayawada Memorial Hospital,Vijayawada,916967847466,20,4.7,345
Dr. Venkatesh Murthy,Neurologist,Vijayawada Super Speciality Hospital,Vijayawada,917772436303,27,4.1,324
Dr. Ravi Varma,Neurologist,Tirupati General Hospital,Tirupati,916873324617,22,4.3,1938
Dr. Harish Naidu,Neurologist,Vijayawada Memorial Hospital,Vijayawada,918300537106,13,3.1,822
Dr. Bhavani Reddy,Neurologist,Hyderabad Apollo Hospital,Hyderabad,919752171298,5,3.4,1609
Dr. Tejaswi Murthy,Neurologist,Hyderabad Apollo Hospital,Hyderabad,916932078864,31,3.4,1907
Dr. Anil Prakash,Neurologist,Vijayawada Care Hospital,Vijayawada,916065857791,14,4.9,1568
Dr. Anusha Prakash,Neurologist,Secunderabad City Hospital,Secunderabad,917041929790,14,3.8,540
Dr. Rajesh Babu,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,917215730003,25,3.9,1378
Dr. Anil Varma,Neurologist,Tirupati General Hospital,Tirupati,917544661869,33,4.8,1004
Dr. Anusha Babu,Neurologist,Vizianagaram Care Hospital,Vizianagaram,919606617978,21,4.8,809
Dr. Padma Reddy,Neurologist,Vizianagaram Trust Hospital,Vizianagaram,918416025300,15,4.5,83
Dr. Deepika Prakash,Neurologist,Kakinada Super Speciality Hospital,Kakinada,918508397912,27,3.6,451
Dr. Ravi Raju,Neurologist,Vijayawada Super Speciality Hospital,Vijayawada,918447227327,16,4.0,1390
Dr. Mahesh Babu,Neurologist,Vijayawada General Hospital,Vijayawada,919528710502,32,4.9,1364
Dr. Sridevi Chowdary,Neurologist,Vijayawada Global Hospital,Vijayawada,919147232770,23,3.3,1525
Dr. Anusha Chowdary,Neurologist,Hyderabad Care Hospital,Hyderabad,919938052866,35,5.0,170
Dr. Venkatesh Krishna,Neurologist,Hyderabad Memorial Hospital,Hyderabad,919636537575,5,4.9,1418
Dr. Srinivas Raju,Neurologist,Ongole Care Hospital,Ongole,916590521614,15,3.1,359
Dr. Kiran Murthy,Neurologist,Hyderabad Apollo Hospital,Hyderabad,917958546579,24,3.1,1356
Dr. Anusha Acharya,Neurologist,Ongole City Hospital,Ongole,918095318649,2,3.0,1179
Dr. Srinivas Reddy,Neurologist,Anantapur Memorial Hospital,Anantapur,918273831457,18,4.1,637
Dr. Swathi Krishna,Neurologist,Hyderabad City Hospital,Hyderabad,918997281896,28,4.6,1913
Dr. Suresh Prakash,Neurologist,Tirupati Apollo Hospital,Tirupati,916413665007,34,3.3,443
Dr. Swathi Varma,Neurologist,Hyderabad General Hospital,Hyderabad,919501319147,23,3.5,862
Dr. Harish Raju,Neurologist,Secunderabad Apollo Hospital,Secunderabad,917971380304,16,5.0,512
Dr. Tejaswi Krishna,Neurologist,Rajahmundry Trust Hospital,Rajahmundry,919641561499,6,4.3,1807
Dr. Ramesh Raju,Neurologist,Hyderabad Memorial Hospital,Hyderabad,917628926576,25,4.1,164
Dr. Sirisha Chowdary,Neurologist,Hyderabad Care Hospital,Hyderabad,916355134188,32,4.7,1370
Dr. Madhavi Krishna,Neurologist,Ongole Global Hospital,Ongole,916409575959,34,4.8,520
Dr. Sirisha Prakash,Neurologist,Hyderabad Apollo Hospital,Hyderabad,918434319360,31,3.5,1942
Dr. Tejaswi Prakash,Neurologist,Kurnool General Hospital,Kurnool,917204192904,35,4.1,117
Dr. Rajesh Reddy,Neurologist,Hyderabad City Hospital,Hyderabad,916889737338,10,4.5,1509
Dr. Ramesh Varma,Neurologist,Tirupati General Hospital,Tirupati,916697718498,16,4.1,1789
Dr. Tejaswi Prakash,Neurologist,Kakinada Global Hospital,Kakinada,918321697981,22,3.8,1564
Dr. Sirisha Kumar,Neurologist,Hyderabad General Hospital,Hyderabad,916336844365,33,4.5,758
Dr. Suresh Raju,Neurologist,Hyderabad City Hospital,Hyderabad,916997050893,5,3.7,1624
Dr. Bhavani Raju,Neurologist,Hyderabad Trust Hospital,Hyderabad,919322393065,21,3.1,609
Dr. Anusha Rao,Neurologist,Vijayawada Global Hospital,Vijayawada,917528197464,25,3.9,1442
Dr. Tejaswi Raju,Neurologist,Hyderabad Apollo Hospital,Hyderabad,916368053428,19,4.6,1510
Dr. Ramesh Varma,Neurologist,Secunderabad Care Hospital,Secunderabad,916662373991,25,4.4,1348
Dr. Lakshmi Goud,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,917549195708,7,3.2,1981
Dr. Sridevi Goud,Neurologist,Rajahmundry Institute of Medical Sciences,Rajahmundry,919269958296,18,3.2,228
Dr. Padma Yadav,Neurologist,Tirupati Trust Hospital,Tirupati,918392232487,33,3.8,103
Dr. Harish Murthy,Neurologist,Visakhapatnam City Hospital,Visakhapatnam,916399707954,21,4.7,75
Dr. Padma Raju,Neurologist,Rajahmundry Super Speciality Hospital,Rajahmundry,919346505855,6,4.4,1195
Dr. Madhavi Murthy,Neurologist,Hyderabad City Hospital,Hyderabad,916728353118,25,3.3,600
Dr. Mahesh Yadav,Neurologist,Rajahmundry General Hospital,Rajahmundry,916626785308,5,3.3,615
Dr. Anil Yadav,Neurologist,Tirupati Apollo Hospital,Tirupati,919361527572,5,3.7,1983
Dr. Soujanya Yadav,Neurologist,Hyderabad Institute of Medical Sciences,Hyderabad,918550379054,13,3.9,327
Dr. Srinivas Raju,Neurologist,Kurnool Super Speciality Hospital,Kurnool,917426862057,25,4.6,724
Dr. Rajesh Raju,Neurologist,Visakhapatnam Care Hospital,Visakhapatnam,919502440472,9,3.6,1285
Dr. Anusha Goud,Neurologist,Ongole Medical Center,Ongole,916762946257,26,4.9,646
Dr. Madhavi Babu,Neurologist,Vijayawada Institute of Medical Sciences,Vijayawada,917041204430,21,3.8,1722
Dr. Harish Naidu,Neurologist,Guntur Trust Hospital,Guntur,918421719519,13,4.2,1167
Dr. Tejaswi Babu,Neurologist,Hyderabad City Hospital,Hyderabad,918362657890,2,4.9,995
Dr. Sridevi Babu,Neurologist,Hyderabad Super Speciality Hospital,Hyderabad,917251258015,5,4.6,1679
Dr. Tejaswi Yadav,Neurologist,Guntur City Hospital,Guntur,916597769760,20,3.5,1398
Dr. Sirisha Raju,Neurologist,Tirupati Institute of Medical Sciences,Tirupati,919389058904,25,3.1,1274
Dr. Madhavi Raju,Neurologist,Kakinada City Hospital,Kakinada,918295090505,33,4.8,1831
Dr. Deepika Reddy,Neurologist,Vizianagaram Medical Center,Vizianagaram,919396120475,24,4.4,1713
Dr. Bhavani Acharya,Neurologist,Vizianagaram Memorial Hospital,Vizianagaram,919927323476,6,3.2,558
Dr. Naresh Acharya,Neurologist,Visakhapatnam General Hospital,Visakhapatnam,918631431563,3,4.1,1371
Dr. Rajesh Babu,Neurologist,Kakinada City Hospital,Kakinada,917848792488,7,3.0,579
Dr. Swathi Kumar,Neurologist,Hyderabad Memorial Hospital,Hyderabad,918228219449,15,3.9,851
Dr. Tejaswi Sarma,Neurologist,Vizianagaram Super Speciality Hospital,Vizianagaram,918965405644,33,3.3,100
Dr. Suresh Varma,Neurologist,Vijayawada City Hospital,Vijayawada,917786600854,6,3.2,1976
Dr. Harish Varma,Neurologist,Anantapur Care Hospital,Anantapur,917473460179,30,4.6,1117
Dr. Harish Yadav,Neurologist,Kakinada Institute of Medical Sciences,Kakinada,916419287737,29,4.4,976
Dr. Ramesh Varma,Neurologist,Anantapur General Hospital,Anantapur,916191912243,8,3.0,752
Dr. Tejaswi Babu,Neurologist,Kurnool Institute of Medical Sciences,Kurnool,916705895455,16,4.0,1180
Dr. Rajesh Murthy,Neurologist,Kurnool Medical Center,Kurnool,917831242551,30,3.5,879
Dr. Naresh Acharya,Neurologist,Tirupati Global Hospital,Tirupati,918823115971,28,3.8,1560
Dr. Kiran Yadav,Neurologist,Visakhapatnam General Hospital,Visakhapatnam,918543493201,28,3.8,1493
Dr. Kiran Varma,Neurologist,Hyderabad Apollo Hospital,Hyderabad,919231213392,5,4.2,1687
Dr. Naresh Goud,Neurologist,Ongole Medical Center,Ongole,917400094541,13,3.9,587
Dr. Swathi Acharya,Neurologist,Tirupati Medical Center,Tirupati,917346060408,25,4.2,1252
Dr. Harish Goud,Neurologist,Secunderabad Apollo Hospital,Secunderabad,919631471321,30,4.2,1716
Dr. Bhavani Sarma,Neurologist,Rajahmundry Institute of Medical Sciences,Rajahmundry,916364006941,9,3.6,538
Dr. Suresh Chowdary,Neurologist,Rajahmundry General Hospital,Rajahmundry,917603337351,10,4.0,906
Dr. Prasad Sarma,Neurologist,Hyderabad Trust Hospital,Hyderabad,917648021756,28,3.4,1351
Dr. Sirisha Prakash,Neurologist,Anantapur Medical Center,Anantapur,918771370988,12,4.1,1052
Dr. Prasad Chowdary,Neurologist,Rajahmundry Global Hospital,Rajahmundry,917351110867,29,4.2,1822
